"text","relation"
"<e1>BMPs</e1> as important modulators of activin and/or <e2>GnRH</e2>-stimulated gonadotrophin synthesis and release and 2. important species differences in these effects, which could relate to differences in BMP receptor expression in gonadotrophs.","Positive_Correlation"
"Combination of polymorphisms within 5' and 3' untranslated regions of <e1>thymidylate synthase</e1> gene modulates survival in <e2>5 fluorouracil</e2>-treated colorectal cancer patients.","Positive_Correlation"
"Combination of polymorphisms within 5' and 3' untranslated regions of <e1>thymidylate synthase</e1> gene modulates survival in 5 fluorouracil-treated <e2>colorectal cancer</e2> patients.","Association"
"Combination of polymorphisms within 5' and 3' untranslated regions of thymidylate synthase gene modulates survival in <e2>5 fluorouracil</e2>-treated <e1>colorectal cancer</e1> patients.","Negative_Correlation"
"VNTR and <e2>ins/del 6 bp</e2> genotypes varied with tumour anatomical site: 2R/2R genotype was rare in left-sided tumours (7.0% vs. 26.3% of right-sided and 24.1% of <e1>rectal cancers</e1>; P<0.01), where the variant allele 6- was very frequent (69.0%).","Association"
"In the present study we explored the effect of three polymorphisms of the <e1>TS</e1> gene on overall and progression- free survival of colorectal cancer (CRC) patients subjected to <e2>5FU</e2> chemotherapy.","Positive_Correlation"
"In the present study we explored the effect of three polymorphisms of the <e1>TS</e1> gene on overall and progression- free survival of colorectal cancer (CRC) patients subjected to <e2>5FU</e2> chemotherapy.","Positive_Correlation"
"In the present study we explored the effect of three polymorphisms of the <e1>TS</e1> gene on overall and progression- free survival of colorectal cancer (CRC) patients subjected to <e2>5FU</e2> chemotherapy.","Positive_Correlation"
"In the present study we explored the effect of three polymorphisms of the <e1>TS</e1> gene on overall and progression- free survival of colorectal cancer (CRC) patients subjected to <e2>5FU</e2> chemotherapy.","Positive_Correlation"
"In the present study we explored the effect of three polymorphisms of the <e1>TS</e1> gene on overall and progression- free survival of <e2>colorectal cancer</e2> (CRC) patients subjected to 5FU chemotherapy.","Association"
"In the present study we explored the effect of three polymorphisms of the <e1>TS</e1> gene on overall and progression- free survival of <e2>colorectal cancer</e2> (CRC) patients subjected to 5FU chemotherapy.","Association"
"In the present study we explored the effect of three polymorphisms of the <e1>TS</e1> gene on overall and progression- free survival of <e2>colorectal cancer</e2> (CRC) patients subjected to 5FU chemotherapy.","Association"
"In the present study we explored the effect of three polymorphisms of the <e1>TS</e1> gene on overall and progression- free survival of <e2>colorectal cancer</e2> (CRC) patients subjected to 5FU chemotherapy.","Association"
"VNTR and <e2>ins/del 6 bp</e2> genotypes varied with <e1>tumour</e1> anatomical site: 2R/2R genotype was rare in left-sided tumours (7.0% vs. 26.3% of right-sided and 24.1% of rectal cancers; P<0.01), where the variant allele 6- was very frequent (69.0%).","Association"
"VNTR and <e2>ins/del 6 bp</e2> genotypes varied with tumour anatomical site: 2R/2R genotype was rare in left-sided <e1>tumours</e1> (7.0% vs. 26.3% of right-sided and 24.1% of rectal cancers; P<0.01), where the variant allele 6- was very frequent (69.0%).","Association"
"VNTR and <e2>ins/del 6 bp</e2> genotypes varied with tumour anatomical site: 2R/2R genotype was rare in left-sided <e1>tumours</e1> (7.0% vs. 26.3% of right-sided and 24.1% of rectal cancers; P<0.01), where the variant allele 6- was very frequent (69.0%).","Association"
"VNTR and <e2>ins/del 6 bp</e2> genotypes varied with tumour anatomical site: 2R/2R genotype was rare in left-sided <e1>tumours</e1> (7.0% vs. 26.3% of right-sided and 24.1% of rectal cancers; P<0.01), where the variant allele 6- was very frequent (69.0%).","Association"
"VNTR and <e2>ins/del 6 bp</e2> genotypes varied with tumour anatomical site: 2R/2R genotype was rare in left-sided <e1>tumours</e1> (7.0% vs. 26.3% of right-sided and 24.1% of rectal cancers; P<0.01), where the variant allele 6- was very frequent (69.0%).","Association"
"In the present study we explored the effect of three polymorphisms of the TS gene on overall and progression- free survival of <e1>colorectal cancer</e1> (CRC) patients subjected to <e2>5FU</e2> chemotherapy.","Negative_Correlation"
"In the present study we explored the effect of three polymorphisms of the TS gene on overall and progression- free survival of colorectal cancer (<e1>CRC</e1>) patients subjected to <e2>5FU</e2> chemotherapy.","Negative_Correlation"
"In the present study we explored the effect of three polymorphisms of the TS gene on overall and progression- free survival of colorectal cancer (<e1>CRC</e1>) patients subjected to <e2>5FU</e2> chemotherapy.","Negative_Correlation"
"In the present study we explored the effect of three polymorphisms of the TS gene on overall and progression- free survival of colorectal cancer (<e1>CRC</e1>) patients subjected to <e2>5FU</e2> chemotherapy.","Negative_Correlation"
"Phosphatidylinositol 3-kinase p85alpha regulatory subunit gene <e1>Met326Ile</e1> polymorphism in women with <e2>polycystic ovary syndrome</e2>.","Association"
"<e1>Phosphatidylinositol 3-kinase</e1> p85alpha regulatory subunit gene Met326Ile polymorphism in women with <e2>polycystic ovary syndrome</e2>.","Association"
"Phosphatidylinositol 3-kinase <e1>p85alpha</e1> regulatory subunit gene Met326Ile polymorphism in women with <e2>polycystic ovary syndrome</e2>.","Association"
"Compared with those carrying at least one variant 326Ile allele, carriers with the Met326Met genotype had higher serum 17-hydroxyprogesterone (17-OHP) {1.1 [95% confidence interval (CI) 1.1-1.3] ng/ml in those with the Met326Met genotype versus 0.8 (95% CI 0.7-1.0) ng/ml in those with Ile326Ile and <e2>Met326Ile</e2> genotypes, P = 0.0073} and free <e1>testosterone</e1> levels [1.2 (95% CI 1.1-1.4) pg/ml for Met326Met genotype versus 0.9 (95% CI 0.6-1.3) pg/ml for Ile326Ile and Met326Ile genotypes, P = 0.038].","Association"
"Compared with those carrying at least one variant 326Ile allele, carriers with the Met326Met genotype had higher serum 17-hydroxyprogesterone (17-OHP) {1.1 [95% confidence interval (CI) 1.1-1.3] ng/ml in those with the Met326Met genotype versus 0.8 (95% CI 0.7-1.0) ng/ml in those with Ile326Ile and <e2>Met326Ile</e2> genotypes, P = 0.0073} and free <e1>testosterone</e1> levels [1.2 (95% CI 1.1-1.4) pg/ml for Met326Met genotype versus 0.9 (95% CI 0.6-1.3) pg/ml for Ile326Ile and Met326Ile genotypes, P = 0.038].","Association"
"CONCLUSIONS: Our results suggest that the PI3-kinase gene Met326Ile polymorphism may not be a major determinant for the development of <e2>PCOS</e2>, but it may modulate the concentrations of serum 17-OHP or free <e1>testosterone</e1> in PCOS patients.","Association"
"CONCLUSIONS: Our results suggest that the PI3-kinase gene Met326Ile polymorphism may not be a major determinant for the development of <e2>PCOS</e2>, but it may modulate the concentrations of serum 17-OHP or free <e1>testosterone</e1> in PCOS patients.","Association"
"CONCLUSIONS: Our results suggest that the PI3-kinase gene Met326Ile polymorphism may not be a major determinant for the development of <e2>PCOS</e2>, but it may modulate the concentrations of serum <e1>17-OHP</e1> or free testosterone in PCOS patients.","Association"
"CONCLUSIONS: Our results suggest that the PI3-kinase gene Met326Ile polymorphism may not be a major determinant for the development of <e2>PCOS</e2>, but it may modulate the concentrations of serum <e1>17-OHP</e1> or free testosterone in PCOS patients.","Association"
"Compared with those carrying at least one variant 326Ile allele, carriers with the Met326Met genotype had higher serum <e2>17-hydroxyprogesterone</e2> (17-OHP) {1.1 [95% confidence interval (CI) 1.1-1.3] ng/ml in those with the Met326Met genotype versus 0.8 (95% CI 0.7-1.0) ng/ml in those with Ile326Ile and <e1>Met326Ile</e1> genotypes, P = 0.0073} and free testosterone levels [1.2 (95% CI 1.1-1.4) pg/ml for Met326Met genotype versus 0.9 (95% CI 0.6-1.3) pg/ml for Ile326Ile and Met326Ile genotypes, P = 0.038].","Positive_Correlation"
"Compared with those carrying at least one variant 326Ile allele, carriers with the Met326Met genotype had higher serum <e2>17-hydroxyprogesterone</e2> (17-OHP) {1.1 [95% confidence interval (CI) 1.1-1.3] ng/ml in those with the Met326Met genotype versus 0.8 (95% CI 0.7-1.0) ng/ml in those with Ile326Ile and <e1>Met326Ile</e1> genotypes, P = 0.0073} and free testosterone levels [1.2 (95% CI 1.1-1.4) pg/ml for Met326Met genotype versus 0.9 (95% CI 0.6-1.3) pg/ml for Ile326Ile and Met326Ile genotypes, P = 0.038].","Positive_Correlation"
"Compared with those carrying at least one variant 326Ile allele, carriers with the Met326Met genotype had higher serum <e2>17-hydroxyprogesterone</e2> (17-OHP) {1.1 [95% confidence interval (CI) 1.1-1.3] ng/ml in those with the Met326Met genotype versus 0.8 (95% CI 0.7-1.0) ng/ml in those with Ile326Ile and <e1>Met326Ile</e1> genotypes, P = 0.0073} and free testosterone levels [1.2 (95% CI 1.1-1.4) pg/ml for Met326Met genotype versus 0.9 (95% CI 0.6-1.3) pg/ml for Ile326Ile and Met326Ile genotypes, P = 0.038].","Positive_Correlation"
"Compared with those carrying at least one variant 326Ile allele, carriers with the <e1>Met326Met</e1> genotype had higher serum <e2>17-hydroxyprogesterone</e2> (17-OHP) {1.1 [95% confidence interval (CI) 1.1-1.3] ng/ml in those with the Met326Met genotype versus 0.8 (95% CI 0.7-1.0) ng/ml in those with Ile326Ile and Met326Ile genotypes, P = 0.0073} and free testosterone levels [1.2 (95% CI 1.1-1.4) pg/ml for Met326Met genotype versus 0.9 (95% CI 0.6-1.3) pg/ml for Ile326Ile and Met326Ile genotypes, P = 0.038].","Positive_Correlation"
"Compared with those carrying at least one variant 326Ile allele, carriers with the Met326Met genotype had higher serum <e2>17-hydroxyprogesterone</e2> (17-OHP) {1.1 [95% confidence interval (CI) 1.1-1.3] ng/ml in those with the Met326Met genotype versus 0.8 (95% CI 0.7-1.0) ng/ml in those with Ile326Ile and <e1>Met326Ile</e1> genotypes, P = 0.0073} and free testosterone levels [1.2 (95% CI 1.1-1.4) pg/ml for Met326Met genotype versus 0.9 (95% CI 0.6-1.3) pg/ml for Ile326Ile and Met326Ile genotypes, P = 0.038].","Positive_Correlation"
"Compared with those carrying at least one variant 326Ile allele, carriers with the Met326Met genotype had higher serum <e2>17-hydroxyprogesterone</e2> (17-OHP) {1.1 [95% confidence interval (CI) 1.1-1.3] ng/ml in those with the Met326Met genotype versus 0.8 (95% CI 0.7-1.0) ng/ml in those with <e1>Ile326Ile</e1> and Met326Ile genotypes, P = 0.0073} and free testosterone levels [1.2 (95% CI 1.1-1.4) pg/ml for Met326Met genotype versus 0.9 (95% CI 0.6-1.3) pg/ml for Ile326Ile and Met326Ile genotypes, P = 0.038].","Positive_Correlation"
"Compared with those carrying at least one variant <e1>326Ile</e1> allele, carriers with the Met326Met genotype had higher serum <e2>17-hydroxyprogesterone</e2> (17-OHP) {1.1 [95% confidence interval (CI) 1.1-1.3] ng/ml in those with the Met326Met genotype versus 0.8 (95% CI 0.7-1.0) ng/ml in those with Ile326Ile and Met326Ile genotypes, P = 0.0073} and free testosterone levels [1.2 (95% CI 1.1-1.4) pg/ml for Met326Met genotype versus 0.9 (95% CI 0.6-1.3) pg/ml for Ile326Ile and Met326Ile genotypes, P = 0.038].","Positive_Correlation"
"Compared with those carrying at least one variant <e1>326Ile</e1> allele, carriers with the Met326Met genotype had higher serum <e2>17-hydroxyprogesterone</e2> (17-OHP) {1.1 [95% confidence interval (CI) 1.1-1.3] ng/ml in those with the Met326Met genotype versus 0.8 (95% CI 0.7-1.0) ng/ml in those with Ile326Ile and Met326Ile genotypes, P = 0.0073} and free testosterone levels [1.2 (95% CI 1.1-1.4) pg/ml for Met326Met genotype versus 0.9 (95% CI 0.6-1.3) pg/ml for Ile326Ile and Met326Ile genotypes, P = 0.038].","Positive_Correlation"
"Compared with those carrying at least one variant 326Ile allele, carriers with the <e1>Met326Met</e1> genotype had higher serum <e2>17-hydroxyprogesterone</e2> (17-OHP) {1.1 [95% confidence interval (CI) 1.1-1.3] ng/ml in those with the Met326Met genotype versus 0.8 (95% CI 0.7-1.0) ng/ml in those with Ile326Ile and Met326Ile genotypes, P = 0.0073} and free testosterone levels [1.2 (95% CI 1.1-1.4) pg/ml for Met326Met genotype versus 0.9 (95% CI 0.6-1.3) pg/ml for Ile326Ile and Met326Ile genotypes, P = 0.038].","Positive_Correlation"
"Compared with those carrying at least one variant 326Ile allele, carriers with the <e1>Met326Met</e1> genotype had higher serum <e2>17-hydroxyprogesterone</e2> (17-OHP) {1.1 [95% confidence interval (CI) 1.1-1.3] ng/ml in those with the Met326Met genotype versus 0.8 (95% CI 0.7-1.0) ng/ml in those with Ile326Ile and Met326Ile genotypes, P = 0.0073} and free testosterone levels [1.2 (95% CI 1.1-1.4) pg/ml for Met326Met genotype versus 0.9 (95% CI 0.6-1.3) pg/ml for Ile326Ile and Met326Ile genotypes, P = 0.038].","Positive_Correlation"
"Compared with those carrying at least one variant 326Ile allele, carriers with the Met326Met genotype had higher serum <e2>17-hydroxyprogesterone</e2> (17-OHP) {1.1 [95% confidence interval (CI) 1.1-1.3] ng/ml in those with the Met326Met genotype versus 0.8 (95% CI 0.7-1.0) ng/ml in those with <e1>Ile326Ile</e1> and Met326Ile genotypes, P = 0.0073} and free testosterone levels [1.2 (95% CI 1.1-1.4) pg/ml for Met326Met genotype versus 0.9 (95% CI 0.6-1.3) pg/ml for Ile326Ile and Met326Ile genotypes, P = 0.038].","Positive_Correlation"
"Compared with those carrying at least one variant 326Ile allele, carriers with the Met326Met genotype had higher serum <e2>17-hydroxyprogesterone</e2> (17-OHP) {1.1 [95% confidence interval (CI) 1.1-1.3] ng/ml in those with the Met326Met genotype versus 0.8 (95% CI 0.7-1.0) ng/ml in those with Ile326Ile and <e1>Met326Ile</e1> genotypes, P = 0.0073} and free testosterone levels [1.2 (95% CI 1.1-1.4) pg/ml for Met326Met genotype versus 0.9 (95% CI 0.6-1.3) pg/ml for Ile326Ile and Met326Ile genotypes, P = 0.038].","Positive_Correlation"
"Compared with those carrying at least one variant 326Ile allele, carriers with the <e1>Met326Met</e1> genotype had higher serum <e2>17-hydroxyprogesterone</e2> (17-OHP) {1.1 [95% confidence interval (CI) 1.1-1.3] ng/ml in those with the Met326Met genotype versus 0.8 (95% CI 0.7-1.0) ng/ml in those with Ile326Ile and Met326Ile genotypes, P = 0.0073} and free testosterone levels [1.2 (95% CI 1.1-1.4) pg/ml for Met326Met genotype versus 0.9 (95% CI 0.6-1.3) pg/ml for Ile326Ile and Met326Ile genotypes, P = 0.038].","Positive_Correlation"
"Compared with those carrying at least one variant 326Ile allele, carriers with the Met326Met genotype had higher serum <e2>17-hydroxyprogesterone</e2> (17-OHP) {1.1 [95% confidence interval (CI) 1.1-1.3] ng/ml in those with the Met326Met genotype versus 0.8 (95% CI 0.7-1.0) ng/ml in those with <e1>Ile326Ile</e1> and Met326Ile genotypes, P = 0.0073} and free testosterone levels [1.2 (95% CI 1.1-1.4) pg/ml for Met326Met genotype versus 0.9 (95% CI 0.6-1.3) pg/ml for Ile326Ile and Met326Ile genotypes, P = 0.038].","Positive_Correlation"
"Compared with those carrying at least one variant 326Ile allele, carriers with the Met326Met genotype had higher serum <e2>17-hydroxyprogesterone</e2> (17-OHP) {1.1 [95% confidence interval (CI) 1.1-1.3] ng/ml in those with the Met326Met genotype versus 0.8 (95% CI 0.7-1.0) ng/ml in those with Ile326Ile and <e1>Met326Ile</e1> genotypes, P = 0.0073} and free testosterone levels [1.2 (95% CI 1.1-1.4) pg/ml for Met326Met genotype versus 0.9 (95% CI 0.6-1.3) pg/ml for Ile326Ile and Met326Ile genotypes, P = 0.038].","Positive_Correlation"
"Compared with those carrying at least one variant 326Ile allele, carriers with the Met326Met genotype had higher serum <e2>17-hydroxyprogesterone</e2> (17-OHP) {1.1 [95% confidence interval (CI) 1.1-1.3] ng/ml in those with the Met326Met genotype versus 0.8 (95% CI 0.7-1.0) ng/ml in those with Ile326Ile and <e1>Met326Ile</e1> genotypes, P = 0.0073} and free testosterone levels [1.2 (95% CI 1.1-1.4) pg/ml for Met326Met genotype versus 0.9 (95% CI 0.6-1.3) pg/ml for Ile326Ile and Met326Ile genotypes, P = 0.038].","Positive_Correlation"
"METHODS: Analysis of the <e1>Met326Ile</e1> polymorphism was carried out on DNA samples from 256 <e2>PCOS</e2> patients and 283 controls.","Association"
"METHODS: Analysis of the <e1>Met326Ile</e1> polymorphism was carried out on DNA samples from 256 <e2>PCOS</e2> patients and 283 controls.","Association"
"METHODS: Analysis of the <e1>Met326Ile</e1> polymorphism was carried out on DNA samples from 256 <e2>PCOS</e2> patients and 283 controls.","Association"
"RESULTS: The genotype distribution of the Met326Ile polymorphism in the <e2>PCOS</e2> group was not different from that of the controls (<e1>Met326Met</e1>/Met326Ile/Ile326Ile rates were 73.4%/23.4%/3.2% and 70.3%/26.1%/3.6% for the PCOS and control groups, respectively, P = 0.72).","Association"
"METHODS: Analysis of the <e1>Met326Ile</e1> polymorphism was carried out on DNA samples from 256 <e2>PCOS</e2> patients and 283 controls.","Association"
"RESULTS: The genotype distribution of the Met326Ile polymorphism in the <e2>PCOS</e2> group was not different from that of the controls (Met326Met/Met326Ile/<e1>Ile326Ile</e1> rates were 73.4%/23.4%/3.2% and 70.3%/26.1%/3.6% for the PCOS and control groups, respectively, P = 0.72).","Association"
"METHODS: Analysis of the Met<e1>326Ile</e1> polymorphism was carried out on DNA samples from 256 <e2>PCOS</e2> patients and 283 controls.","Association"
"METHODS: Analysis of the Met<e1>326Ile</e1> polymorphism was carried out on DNA samples from 256 <e2>PCOS</e2> patients and 283 controls.","Association"
"RESULTS: The genotype distribution of the Met326Ile polymorphism in the <e2>PCOS</e2> group was not different from that of the controls (<e1>Met326Met</e1>/Met326Ile/Ile326Ile rates were 73.4%/23.4%/3.2% and 70.3%/26.1%/3.6% for the PCOS and control groups, respectively, P = 0.72).","Association"
"RESULTS: The genotype distribution of the Met326Ile polymorphism in the <e2>PCOS</e2> group was not different from that of the controls (<e1>Met326Met</e1>/Met326Ile/Ile326Ile rates were 73.4%/23.4%/3.2% and 70.3%/26.1%/3.6% for the PCOS and control groups, respectively, P = 0.72).","Association"
"RESULTS: The genotype distribution of the Met326Ile polymorphism in the <e2>PCOS</e2> group was not different from that of the controls (Met326Met/Met326Ile/<e1>Ile326Ile</e1> rates were 73.4%/23.4%/3.2% and 70.3%/26.1%/3.6% for the PCOS and control groups, respectively, P = 0.72).","Association"
"METHODS: Analysis of the <e1>Met326Ile</e1> polymorphism was carried out on DNA samples from 256 <e2>PCOS</e2> patients and 283 controls.","Association"
"RESULTS: The genotype distribution of the Met326Ile polymorphism in the <e2>PCOS</e2> group was not different from that of the controls (<e1>Met326Met</e1>/Met326Ile/Ile326Ile rates were 73.4%/23.4%/3.2% and 70.3%/26.1%/3.6% for the PCOS and control groups, respectively, P = 0.72).","Association"
"RESULTS: The genotype distribution of the Met326Ile polymorphism in the <e2>PCOS</e2> group was not different from that of the controls (Met326Met/Met326Ile/<e1>Ile326Ile</e1> rates were 73.4%/23.4%/3.2% and 70.3%/26.1%/3.6% for the PCOS and control groups, respectively, P = 0.72).","Association"
"METHODS: Analysis of the <e1>Met326Ile</e1> polymorphism was carried out on DNA samples from 256 <e2>PCOS</e2> patients and 283 controls.","Association"
"METHODS: Analysis of the <e1>Met326Ile</e1> polymorphism was carried out on DNA samples from 256 <e2>PCOS</e2> patients and 283 controls.","Association"
"CONCLUSIONS: Our results suggest that the <e1>PI3-kinase</e1> gene Met326Ile polymorphism may not be a major determinant for the development of PCOS, but it may modulate the concentrations of serum 17-OHP or free <e2>testosterone</e2> in PCOS patients.","Association"
"CONCLUSIONS: Our results suggest that the <e1>PI3-kinase</e1> gene Met326Ile polymorphism may not be a major determinant for the development of PCOS, but it may modulate the concentrations of serum 17-OHP or free <e2>testosterone</e2> in PCOS patients.","Association"
"CONCLUSIONS: Our results suggest that the <e1>PI3-kinase</e1> gene Met326Ile polymorphism may not be a major determinant for the development of PCOS, but it may modulate the concentrations of serum <e2>17-OHP</e2> or free testosterone in PCOS patients.","Association"
"CONCLUSIONS: Our results suggest that the <e1>PI3-kinase</e1> gene Met326Ile polymorphism may not be a major determinant for the development of PCOS, but it may modulate the concentrations of serum <e2>17-OHP</e2> or free testosterone in PCOS patients.","Association"
"CONCLUSIONS: Our results suggest that the <e1>PI3-kinase</e1> gene Met326Ile polymorphism may not be a major determinant for the development of <e2>PCOS</e2>, but it may modulate the concentrations of serum 17-OHP or free testosterone in PCOS patients.","Association"
"CONCLUSIONS: Our results suggest that the <e1>PI3-kinase</e1> gene Met326Ile polymorphism may not be a major determinant for the development of <e2>PCOS</e2>, but it may modulate the concentrations of serum 17-OHP or free testosterone in PCOS patients.","Association"
"<e1>Phosphatidylinositol (PI) 3-kinase</e1> is an important enzyme in the early insulin signaling cascade and plays a key role in insulin-mediated <e2>glucose</e2> transport.","Association"
"<e1>Phosphatidylinositol (PI) 3-kinase</e1> is an important enzyme in the early <e2>insulin</e2> signaling cascade and plays a key role in insulin-mediated glucose transport.","Association"
"Phosphatidylinositol (PI) 3-kinase is an important enzyme in the early <e1>insulin</e1> signaling cascade and plays a key role in insulin-mediated <e2>glucose</e2> transport.","Association"
"Phosphatidylinositol (PI) 3-kinase is an important enzyme in the early <e1>insulin</e1> signaling cascade and plays a key role in insulin-mediated <e2>glucose</e2> transport.","Association"
"High-dose <e1>tranexamic Acid</e1> is associated with nonischemic clinical <e2>seizures</e2> in cardiac surgical patients.","Positive_Correlation"
"The purpose of this review was to perform a retrospective analysis to examine whether there was a relation between <e1>TXA</e1> usage and <e2>seizures</e2> after cardiac surgery.","Positive_Correlation"
"The purpose of this review was to perform a retrospective analysis to examine whether there was a relation between <e1>TXA</e1> usage and <e2>seizures</e2> after cardiac surgery.","Positive_Correlation"
"The purpose of this review was to perform a retrospective analysis to examine whether there was a relation between <e1>TXA</e1> usage and <e2>seizures</e2> after cardiac surgery.","Positive_Correlation"
"The purpose of this review was to perform a retrospective analysis to examine whether there was a relation between <e1>TXA</e1> usage and <e2>seizures</e2> after cardiac surgery.","Positive_Correlation"
"<e2>Cocaine</e2> causes memory and learning impairments in rats: involvement of <e1>nuclear factor kappa B</e1> and oxidative stress, and prevention by topiramate.","Negative_Correlation"
"<e1>Cocaine</e1> causes memory and learning impairments in rats: involvement of nuclear factor kappa B and oxidative stress, and prevention by <e2>topiramate</e2>.","Negative_Correlation"
"<e2>NFkappaB</e2> activity was decreased in the frontal cortex of cocaine treated rats, as well as <e1>GSH</e1> concentration and glutathione peroxidase activity in the hippocampus, whereas nNOS activity in the hippocampus was increased.","Association"
"NFkappaB activity was decreased in the frontal cortex of cocaine treated rats, as well as <e2>GSH</e2> concentration and glutathione peroxidase activity in the hippocampus, whereas <e1>nNOS</e1> activity in the hippocampus was increased.","Association"
"NFkappaB activity was decreased in the frontal cortex of cocaine treated rats, as well as <e2>GSH</e2> concentration and glutathione peroxidase activity in the hippocampus, whereas <e1>nNOS</e1> activity in the hippocampus was increased.","Association"
"NFkappaB activity was decreased in the frontal cortex of cocaine treated rats, as well as <e2>GSH</e2> concentration and glutathione peroxidase activity in the hippocampus, whereas <e1>nNOS</e1> activity in the hippocampus was increased.","Association"
"NFkappaB activity was decreased in the frontal cortex of cocaine treated rats, as well as GSH concentration and <e2>glutathione peroxidase</e2> activity in the hippocampus, whereas <e1>nNOS</e1> activity in the hippocampus was increased.","Association"
"NFkappaB activity was decreased in the frontal cortex of cocaine treated rats, as well as GSH concentration and <e2>glutathione peroxidase</e2> activity in the hippocampus, whereas <e1>nNOS</e1> activity in the hippocampus was increased.","Association"
"NFkappaB activity was decreased in the frontal cortex of cocaine treated rats, as well as GSH concentration and <e2>glutathione peroxidase</e2> activity in the hippocampus, whereas <e1>nNOS</e1> activity in the hippocampus was increased.","Association"
"Therefore NFkappaB activity, oxidative stress, <e1>neuronal nitric oxide synthase</e1> (nNOS) activity, spatial learning and memory as well as the effect of topiramate, a previously proposed therapy for <e2>cocaine</e2> addiction, were evaluated in an experimental model of cocaine administration in rats.","Positive_Correlation"
"Therefore NFkappaB activity, oxidative stress, neuronal nitric oxide synthase (<e1>nNOS</e1>) activity, spatial learning and memory as well as the effect of topiramate, a previously proposed therapy for <e2>cocaine</e2> addiction, were evaluated in an experimental model of cocaine administration in rats.","Positive_Correlation"
"Therefore NFkappaB activity, oxidative stress, neuronal nitric oxide synthase (<e1>nNOS</e1>) activity, spatial learning and memory as well as the effect of topiramate, a previously proposed therapy for <e2>cocaine</e2> addiction, were evaluated in an experimental model of cocaine administration in rats.","Positive_Correlation"
"Therefore NFkappaB activity, oxidative stress, neuronal nitric oxide synthase (<e1>nNOS</e1>) activity, spatial learning and memory as well as the effect of topiramate, a previously proposed therapy for <e2>cocaine</e2> addiction, were evaluated in an experimental model of cocaine administration in rats.","Positive_Correlation"
"Therefore <e1>NFkappaB</e1> activity, oxidative stress, <e2>neuronal nitric oxide synthase</e2> (nNOS) activity, spatial learning and memory as well as the effect of topiramate, a previously proposed therapy for cocaine addiction, were evaluated in an experimental model of cocaine administration in rats.","Negative_Correlation"
"Therefore <e1>NFkappaB</e1> activity, oxidative stress, <e2>neuronal nitric oxide synthase</e2> (nNOS) activity, spatial learning and memory as well as the effect of topiramate, a previously proposed therapy for cocaine addiction, were evaluated in an experimental model of cocaine administration in rats.","Negative_Correlation"
"Therefore <e1>NFkappaB</e1> activity, oxidative stress, <e2>neuronal nitric oxide synthase</e2> (nNOS) activity, spatial learning and memory as well as the effect of topiramate, a previously proposed therapy for cocaine addiction, were evaluated in an experimental model of cocaine administration in rats.","Negative_Correlation"
"Therefore <e1>NFkappaB</e1> activity, oxidative stress, <e2>neuronal nitric oxide synthase</e2> (nNOS) activity, spatial learning and memory as well as the effect of topiramate, a previously proposed therapy for cocaine addiction, were evaluated in an experimental model of cocaine administration in rats.","Negative_Correlation"
"Therefore <e1>NFkappaB</e1> activity, oxidative stress, <e2>neuronal nitric oxide synthase</e2> (nNOS) activity, spatial learning and memory as well as the effect of topiramate, a previously proposed therapy for cocaine addiction, were evaluated in an experimental model of cocaine administration in rats.","Negative_Correlation"
"<e1>NFkappaB</e1> activity was decreased in the frontal cortex of cocaine treated rats, as well as GSH concentration and <e2>glutathione peroxidase</e2> activity in the hippocampus, whereas nNOS activity in the hippocampus was increased.","Association"
"<e1>NFkappaB</e1> activity was decreased in the frontal cortex of cocaine treated rats, as well as GSH concentration and <e2>glutathione peroxidase</e2> activity in the hippocampus, whereas nNOS activity in the hippocampus was increased.","Association"
"<e1>NFkappaB</e1> activity was decreased in the frontal cortex of cocaine treated rats, as well as GSH concentration and <e2>glutathione peroxidase</e2> activity in the hippocampus, whereas nNOS activity in the hippocampus was increased.","Association"
"<e1>NFkappaB</e1> activity was decreased in the frontal cortex of cocaine treated rats, as well as GSH concentration and <e2>glutathione peroxidase</e2> activity in the hippocampus, whereas nNOS activity in the hippocampus was increased.","Association"
"<e1>NFkappaB</e1> activity was decreased in the frontal cortex of cocaine treated rats, as well as GSH concentration and <e2>glutathione peroxidase</e2> activity in the hippocampus, whereas nNOS activity in the hippocampus was increased.","Association"
"Therefore <e1>NFkappaB</e1> activity, oxidative stress, neuronal nitric oxide synthase (nNOS) activity, spatial learning and memory as well as the effect of topiramate, a previously proposed therapy for <e2>cocaine</e2> addiction, were evaluated in an experimental model of cocaine administration in rats.","Negative_Correlation"
"Therefore <e1>NFkappaB</e1> activity, oxidative stress, neuronal nitric oxide synthase (nNOS) activity, spatial learning and memory as well as the effect of topiramate, a previously proposed therapy for <e2>cocaine</e2> addiction, were evaluated in an experimental model of cocaine administration in rats.","Negative_Correlation"
"Therefore <e1>NFkappaB</e1> activity, oxidative stress, neuronal nitric oxide synthase (nNOS) activity, spatial learning and memory as well as the effect of topiramate, a previously proposed therapy for <e2>cocaine</e2> addiction, were evaluated in an experimental model of cocaine administration in rats.","Negative_Correlation"
"Therefore <e1>NFkappaB</e1> activity, oxidative stress, neuronal nitric oxide synthase (nNOS) activity, spatial learning and memory as well as the effect of topiramate, a previously proposed therapy for <e2>cocaine</e2> addiction, were evaluated in an experimental model of cocaine administration in rats.","Negative_Correlation"
