"text","relation"
"Both <e1>BB-94</e1> and captopril also prevented substrate degradation by <e2>gelatinase A and B</e2> released in conditioned medium by cultured cells.","Downregulator"
"Inhibition of <e2>gelatinase A</e2> (MMP-2) by batimastat and <e1>captopril</e1> reduces tumor growth and lung metastases in mice bearing Lewis lung carcinoma.","Downregulator"
"We have examined the effects of the synthetic <e2>matrix metalloproteinase</e2> inhibitor, <e1>batimastat</e1> (BB-94) and the angiotensin-converting enzyme inhibitor, captopril, on metalloproteinase activity of murine Lewis-lung-carcinoma cells (3LL) in vitro, and on local growth and lung metastasis of the same tumor implanted intramuscularly in syngeneic C57BL/6 mice.","Downregulator"
"We have examined the effects of the synthetic <e2>matrix metalloproteinase</e2> inhibitor, batimastat (<e1>BB-94</e1>) and the angiotensin-converting enzyme inhibitor, captopril, on metalloproteinase activity of murine Lewis-lung-carcinoma cells (3LL) in vitro, and on local growth and lung metastasis of the same tumor implanted intramuscularly in syngeneic C57BL/6 mice.","Downregulator"
"Inhibition of <e2>gelatinase A</e2> (MMP-2) by <e1>batimastat</e1> and captopril reduces tumor growth and lung metastases in mice bearing Lewis lung carcinoma.","Downregulator"
"Inhibition of gelatinase A (<e2>MMP-2</e2>) by <e1>batimastat</e1> and captopril reduces tumor growth and lung metastases in mice bearing Lewis lung carcinoma.","Downregulator"
"Inhibition of <e2>gelatinase A</e2> (MMP-2) by batimastat and <e1>captopril</e1> reduces tumor growth and lung metastases in mice bearing Lewis lung carcinoma.","Downregulator"
"Inhibition of gelatinase A (<e2>MMP-2</e2>) by batimastat and <e1>captopril</e1> reduces tumor growth and lung metastases in mice bearing Lewis lung carcinoma.","Downregulator"
"We have examined the effects of the synthetic matrix metalloproteinase inhibitor, batimastat (BB-94) and the <e2>angiotensin-converting enzyme</e2> inhibitor, <e1>captopril</e1>, on metalloproteinase activity of murine Lewis-lung-carcinoma cells (3LL) in vitro, and on local growth and lung metastasis of the same tumor implanted intramuscularly in syngeneic C57BL/6 mice.","Downregulator"
"Methionine synthase reductase (<e2>MTRR</e2>) is an enzyme involved in the conversion of Hcy to <e1>methionine</e1>.","Substrate"
"<e2>Methionine synthase reductase</e2> (MTRR) is an enzyme involved in the conversion of Hcy to <e1>methionine</e1>.","Substrate"
"Methionine synthase reductase (<e2>MTRR</e2>) is an enzyme involved in the conversion of <e1>Hcy</e1> to methionine.","Substrate"
"<e2>Methionine synthase reductase</e2> (MTRR) is an enzyme involved in the conversion of <e1>Hcy</e1> to methionine.","Substrate"
"<e2>GPxs</e2> reduce hydroperoxides to the corresponding <e1>alcohols</e1> by means of glutathione (GSH).","Substrate"
"<e1>TCDD</e1> decreased the expression of the <e2>glucose transporter</e2>, SLC2A1, and most of the glycolytic transcripts, followed by decreases in glycolytic intermediates, including pyruvate.","Downregulator"
"<e1>TCDD</e1> decreased the expression of the glucose transporter, <e2>SLC2A1</e2>, and most of the glycolytic transcripts, followed by decreases in glycolytic intermediates, including pyruvate.","Downregulator"
"Mitochondrial <e2>glutathione (GSH) reductase</e2> activity and the GSH/glutathione disulfide ratio were decreased by <e1>TCDD</e1>, ultimately leading to mitochondrial dysfunction, characterized by decreased inner mitochondrial membrane potential and ATP production, and increased production of the reactive oxygen species (ROS), hydrogen peroxide.","Downregulator"
"Second, <e1>probucol</e1>, an antiatherogenic compound reported to be an inactivator of <e2>ABCA1</e2> reduced hepatic alpha-tocopherol secretion.","Downregulator"
"First, addition of <e2>apolipoprotein A-I</e2> (apoA-I), a direct acceptor of the ATP-binding cassette transporter A1 (ABCA1)-secreted lipids, increased <e1>alpha-tocopherol</e1> secretion in a dose-dependent manner.","Substrate"
"First, addition of apolipoprotein A-I (<e2>apoA-I</e2>), a direct acceptor of the ATP-binding cassette transporter A1 (ABCA1)-secreted lipids, increased <e1>alpha-tocopherol</e1> secretion in a dose-dependent manner.","Substrate"
"<e2>ATP-binding cassette transporter A1</e2> is involved in hepatic <e1>alpha-tocopherol</e1> secretion.","Substrate"
"First, addition of apolipoprotein A-I (apoA-I), a direct acceptor of the ATP-binding cassette transporter A1 (<e2>ABCA1</e2>)-secreted lipids, increased <e1>alpha-tocopherol</e1> secretion in a dose-dependent manner.","Substrate"
"<e2>ATP-binding cassette transporter A1</e2> is involved in hepatic <e1>alpha-tocopherol</e1> secretion.","Substrate"
"First, addition of apolipoprotein A-I (apoA-I), a direct acceptor of the ATP-binding cassette transporter A1 (<e2>ABCA1</e2>)-secreted lipids, increased <e1>alpha-tocopherol</e1> secretion in a dose-dependent manner.","Substrate"
"First, addition of apolipoprotein A-I (apoA-I), a direct acceptor of the ATP-binding cassette transporter A1 (<e2>ABCA1</e2>)-secreted lipids, increased <e1>alpha-tocopherol</e1> secretion in a dose-dependent manner.","Substrate"
"alpha-Tocopherol transfer protein (<e2>alpha-TTP</e2>), the product of the gene responsible for familial isolated vitamin E deficiency, plays an important role in maintaining the plasma <e1>alpha-tocopherol</e1> level by mediating the secretion of alpha-tocopherol by the liver.","Substrate"
"<e2>alpha-Tocopherol transfer protein</e2> (alpha-TTP), the product of the gene responsible for familial isolated vitamin E deficiency, plays an important role in maintaining the plasma <e1>alpha-tocopherol</e1> level by mediating the secretion of alpha-tocopherol by the liver.","Substrate"
"alpha-Tocopherol transfer protein (<e2>alpha-TTP</e2>), the product of the gene responsible for familial isolated vitamin E deficiency, plays an important role in maintaining the plasma <e1>alpha-tocopherol</e1> level by mediating the secretion of alpha-tocopherol by the liver.","Substrate"
"<e2>alpha-Tocopherol transfer protein</e2> (alpha-TTP), the product of the gene responsible for familial isolated vitamin E deficiency, plays an important role in maintaining the plasma <e1>alpha-tocopherol</e1> level by mediating the secretion of alpha-tocopherol by the liver.","Substrate"
"Comparisons of the structures of the cyanobacterial toxin:phosphatase complexes explain the biochemical mechanism by which microcystins but not <e1>nodularins</e1> permanently modify their <e2>protein phosphatase</e2> targets by covalent addition to an active site cysteine residue.","Not"
"Comparisons of the structures of the cyanobacterial toxin:phosphatase complexes explain the biochemical mechanism by which microcystins but not nodularins permanently modify their <e2>protein phosphatase</e2> targets by covalent addition to an active site <e1>cysteine</e1> residue.","Part_of"
"We have elucidated the crystal structures of the cyanotoxins, motuporin (<e1>nodularin-V</e1>) and dihydromicrocystin-LA bound to <e2>human protein phosphatase-1c (gamma isoform)</e2>.","Regulator"
"We have elucidated the crystal structures of the cyanotoxins, motuporin (nodularin-V) and <e1>dihydromicrocystin-LA</e1> bound to <e2>human protein phosphatase-1c (gamma isoform)</e2>.","Regulator"
"Crystal structures of <e2>protein phosphatase-1</e2> bound to <e1>motuporin</e1> and dihydromicrocystin-LA: elucidation of the mechanism of enzyme inhibition by cyanobacterial toxins.","Regulator"
"Crystal structures of <e2>protein phosphatase-1</e2> bound to motuporin and <e1>dihydromicrocystin-LA</e1>: elucidation of the mechanism of enzyme inhibition by cyanobacterial toxins.","Regulator"
"Comparisons of the structures of the cyanobacterial toxin:phosphatase complexes explain the biochemical mechanism by which <e1>microcystins</e1> but not nodularins permanently modify their <e2>protein phosphatase</e2> targets by covalent addition to an active site cysteine residue.","Regulator"
"Crystal structures of <e2>protein phosphatase-1</e2> bound to motuporin and dihydro<e1>microcystin</e1>-LA: elucidation of the mechanism of enzyme inhibition by cyanobacterial toxins.","Regulator"
"A previous crystal structure of a <e1>microcystin</e1> bound to the catalytic subunit of protein phosphatase-1 (<e2>PP-1c</e2>) showed distinct changes in the active site region when compared with protein phosphatase-1 structures bound to other toxins.","Regulator"
"We have elucidated the crystal structures of the cyanotoxins, <e1>motuporin</e1> (nodularin-V) and dihydromicrocystin-LA bound to <e2>human protein phosphatase-1c (gamma isoform)</e2>.","Regulator"
"<e2>dSERT1</e2> shows little transport of other <e1>monoamines</e1> and is Na+ and Cl- dependent.","Not"
"A <e1>cocaine</e1>-sensitive <e2>Drosophila serotonin transporter</e2>: cloning, expression, and electrophysiological characterization.","Regulator"
"<e2>dSERT1</e2> shows little transport of other monoamines and is <e1>Na+</e1> and Cl- dependent.","Regulator"
"<e2>dSERT1</e2> shows little transport of other monoamines and is Na+ and <e1>Cl-</e1> dependent.","Regulator"
"A <e1>cocaine</e1>-sensitive, high-affinity Drosophila serotonin (5-hydroxytryptamine; 5HT) transporter cDNA, denoted <e2>dSERT1</e2>, was isolated and characterized in oocytes.","Regulator"
"A <e1>cocaine</e1>-sensitive, high-affinity <e2>Drosophila serotonin (5-hydroxytryptamine; 5HT) transporter</e2> cDNA, denoted dSERT1, was isolated and characterized in oocytes.","Regulator"
"The atypical neuroleptics <e1>remoxipride</e1>, clozapine, perlapine, seroquel, and melperone had low affinity for the dopamine <e2>D2 receptor</e2> (radioligand-independent dissociation constants of 30 to 90 nM).","Regulator"
"The atypical neuroleptics remoxipride, <e1>clozapine</e1>, perlapine, seroquel, and melperone had low affinity for the dopamine <e2>D2 receptor</e2> (radioligand-independent dissociation constants of 30 to 90 nM).","Regulator"
"The atypical neuroleptics remoxipride, clozapine, <e1>perlapine</e1>, seroquel, and melperone had low affinity for the dopamine <e2>D2 receptor</e2> (radioligand-independent dissociation constants of 30 to 90 nM).","Regulator"
"The atypical neuroleptics remoxipride, clozapine, perlapine, <e1>seroquel</e1>, and melperone had low affinity for the dopamine <e2>D2 receptor</e2> (radioligand-independent dissociation constants of 30 to 90 nM).","Regulator"
"The atypical neuroleptics remoxipride, clozapine, perlapine, seroquel, and <e1>melperone</e1> had low affinity for the dopamine <e2>D2 receptor</e2> (radioligand-independent dissociation constants of 30 to 90 nM).","Regulator"
"Atypical neuroleptics have low affinity for <e1>dopamine</e1> D2 receptors or are selective for D4 receptors.","Regulator"
"For example, <e1>clozapine</e1> revealed a radioligand-independent value of 1.6 nM at the <e2>dopamine D4 receptor</e2>, agreeing with the value directly measured with [3H]-clozapine at D4.","Regulator"
"For example, clozapine revealed a radioligand-independent value of 1.6 nM at the dopamine <e2>D4</e2> receptor, agreeing with the value directly measured with <e1>[3H]-clozapine</e1> at D4.","Regulator"
"However, because <e1>clozapine</e1> competes with endogenous dopamine, the in vivo concentration of clozapine (to occupy <e2>dopamine D4 receptors</e2>) can be derived to be about 13 nM, agreeing with the value of 12 to 20 nM in the plasma water or spinal fluid observed in treated patients.","Regulator"
"However, because clozapine competes with endogenous <e1>dopamine</e1>, the in vivo concentration of clozapine (to occupy <e2>dopamine D4 receptors</e2>) can be derived to be about 13 nM, agreeing with the value of 12 to 20 nM in the plasma water or spinal fluid observed in treated patients.","Regulator"
"However, because <e1>clozapine</e1> competes with endogenous dopamine, the in vivo concentration of clozapine (to occupy <e2>dopamine D4 receptors</e2>) can be derived to be about 13 nM, agreeing with the value of 12 to 20 nM in the plasma water or spinal fluid observed in treated patients.","Regulator"
"<e1>2-Amino-3-[3-hydroxy-5-(2-thiazolyl)-4-isoxazolyl]propionic acid</e1> (1) is a potent AMPA receptor agonist with moderate affinity for native <e2>kainic acid (KA) receptors</e2>, whereas (S)-E-4-(2,2-dimethylpropylidene)glutamic acid (3) show high affinity for the GluR5 subtype of KA receptors and much lower affinity for the GluR2 subtype of AMPA receptors.","Regulator"
"2-Amino-3-[3-hydroxy-5-(2-thiazolyl)-4-isoxazolyl]propionic acid (1) is a potent AMPA receptor agonist with moderate affinity for native kainic acid (KA) receptors, whereas <e1>(S)-E-4-(2,2-dimethylpropylidene)glutamic acid</e1> (3) show high affinity for the <e2>GluR5</e2> subtype of KA receptors and much lower affinity for the GluR2 subtype of AMPA receptors.","Regulator"
"2-Amino-3-[3-hydroxy-5-(2-thiazolyl)-4-isoxazolyl]propionic acid (1) is a potent AMPA receptor agonist with moderate affinity for native kainic acid (KA) receptors, whereas <e1>(S)-E-4-(2,2-dimethylpropylidene)glutamic acid</e1> (3) show high affinity for the GluR5 subtype of <e2>KA receptors</e2> and much lower affinity for the GluR2 subtype of AMPA receptors.","Regulator"
"2-Amino-3-[3-hydroxy-5-(2-thiazolyl)-4-isoxazolyl]propionic acid (1) is a potent AMPA receptor agonist with moderate affinity for native kainic acid (KA) receptors, whereas <e1>(S)-E-4-(2,2-dimethylpropylidene)glutamic acid</e1> (3) show high affinity for the GluR5 subtype of KA receptors and much lower affinity for the <e2>GluR2</e2> subtype of AMPA receptors.","Regulator"
"2-Amino-3-[3-hydroxy-5-(2-thiazolyl)-4-isoxazolyl]propionic acid (1) is a potent AMPA receptor agonist with moderate affinity for native kainic acid (KA) receptors, whereas <e1>(S)-E-4-(2,2-dimethylpropylidene)glutamic acid</e1> (3) show high affinity for the GluR5 subtype of KA receptors and much lower affinity for the GluR2 subtype of <e2>AMPA receptors</e2>.","Regulator"
"Synthesis and in vitro pharmacology at <e1>AMPA</e1> and kainate preferring <e2>glutamate receptors</e2> of 4-heteroarylmethylidene glutamate analogues.","Regulator"
"Synthesis and in vitro pharmacology at AMPA and <e1>kainate</e1> preferring <e2>glutamate receptors</e2> of 4-heteroarylmethylidene glutamate analogues.","Regulator"
"Synthesis and in vitro pharmacology at AMPA and kainate preferring <e2>glutamate receptors</e2> of <e1>4-heteroarylmethylidene glutamate</e1> analogues.","Regulator"
"2-Amino-3-[3-hydroxy-5-(2-thiazolyl)-4-isoxazolyl]propionic acid (1) is a potent <e1>AMPA</e1> receptor agonist with moderate affinity for native kainic acid (KA) receptors, whereas (S)-E-4-(2,2-dimethylpropylidene)glutamic acid (3) show high affinity for the <e2>GluR5</e2> subtype of KA receptors and much lower affinity for the GluR2 subtype of AMPA receptors.","Regulator"
"4a was shown to be a potent GluR5 agonist and a high affinity ligand and to indiscriminately bind to the <e1>AMPA</e1> receptor subtypes <e2>GluR1-4</e2> with lower affinities.","Regulator"
"<e1>2-Amino-3-[3-hydroxy-5-(2-thiazolyl)-4-isoxazolyl]propionic acid</e1> (1) is a potent <e2>AMPA receptor</e2> agonist with moderate affinity for native kainic acid (KA) receptors, whereas (S)-E-4-(2,2-dimethylpropylidene)glutamic acid (3) show high affinity for the GluR5 subtype of KA receptors and much lower affinity for the GluR2 subtype of AMPA receptors.","Agonist"
"In addition, <e1>cysteinyl leukotrienes</e1> per se failed to upregulate the <e2>IL-5</e2> production.","Not"
"BACKGROUND: <e1>Pranlukast</e1>, a cysteinyl leukotriene receptor 1 (<e2>CysLTR1</e2>) antagonist, inhibits not only airway smooth muscle contraction, but also allergic inflammation.","Regulator"
"<e1>Pranlukast</e1>-induced inhibition of <e2>IL-5</e2> mRNA expression was noted in various cells, irrespective of their CysLTR1 mRNA expression status.","Downregulator"
"The aim of this study was to determine the mechanism of <e1>pranlukast</e1>-induced interleukin-5 (<e2>IL-5</e2>) inhibition in allergic inflammation.","Downregulator"
"<e1>Pranlukast</e1>, a leukotriene receptor antagonist, inhibits <e2>interleukin-5</e2> production via a mechanism distinct from leukotriene receptor antagonism.","Downregulator"
"The aim of this study was to determine the mechanism of <e1>pranlukast</e1>-induced interleukin-5 (<e2>IL-5</e2>) inhibition in allergic inflammation.","Downregulator"
"The aim of this study was to determine the mechanism of <e1>pranlukast</e1>-induced <e2>interleukin-5</e2> (IL-5) inhibition in allergic inflammation.","Downregulator"
"The aim of this study was to determine the mechanism of <e1>pranlukast</e1>-induced interleukin-5 (<e2>IL-5</e2>) inhibition in allergic inflammation.","Downregulator"
"<e1>Pranlukast</e1>, a <e2>leukotriene receptor</e2> antagonist, inhibits interleukin-5 production via a mechanism distinct from leukotriene receptor antagonism.","Antagonist"
"<e1>Pranlukast</e1>, a <e2>leukotriene receptor</e2> antagonist, inhibits interleukin-5 production via a mechanism distinct from leukotriene receptor antagonism.","Antagonist"
"BACKGROUND: <e1>Pranlukast</e1>, a <e2>cysteinyl leukotriene receptor 1</e2> (CysLTR1) antagonist, inhibits not only airway smooth muscle contraction, but also allergic inflammation.","Antagonist"
"BACKGROUND: <e1>Pranlukast</e1>, a cysteinyl leukotriene receptor 1 (<e2>CysLTR1</e2>) antagonist, inhibits not only airway smooth muscle contraction, but also allergic inflammation.","Antagonist"
"CONCLUSION: Our results indicate that <e1>pranlukast</e1> inhibits IL-5 synthesis via a mechanism distinct from <e2>CysLTR1</e2> antagonism.","Antagonist"
"Due to its central role in the formation and stabilization of a thrombus, the <e2>P2Y12</e2> receptor is a well-established target of antithrombotic drugs like <e1>ticlopidine</e1> or clopidogrel, which have proved efficacy in many clinical trials and experimental models of thrombosis.","Regulator"
"Due to its central role in the formation and stabilization of a thrombus, the <e2>P2Y12</e2> receptor is a well-established target of antithrombotic drugs like ticlopidine or <e1>clopidogrel</e1>, which have proved efficacy in many clinical trials and experimental models of thrombosis.","Regulator"
"Using the nucleoside transporter deficient PK15NTD cells stably expressing ENT1 and <e2>ENT2</e2>, it was found that <e1>troglitazone</e1> inhibited ENT1 but had no effect on ENT2.","Not"
"The present study studied the effects of three <e1>thiazolidinediones</e1>, troglitazone, pioglitazone and ciglitazone, on <e2>ENT1</e2> in the human aortic smooth muscle cells (HASMCs).","Not"
"The effect of <e1>troglitazone</e1> on ENT1 was <e2>PPAR(gamma)</e2>-independent and kinetic studies revealed that troglitazone was a competitive inhibitor of ENT1.","Not"
"<e1>Thiazolidinediones</e1> are a new class of anti-diabetic agents which increase insulin sensitivity by binding to the <e2>peroxisome proliferator-activated receptor gamma</e2> (PPAR(gamma)) and stimulating the expression of insulin-responsive genes involved in glucose and lipid metabolism.","Regulator"
"<e1>Thiazolidinediones</e1> are a new class of anti-diabetic agents which increase insulin sensitivity by binding to the peroxisome proliferator-activated receptor gamma (<e2>PPAR(gamma)</e2>) and stimulating the expression of insulin-responsive genes involved in glucose and lipid metabolism.","Regulator"
"Although incubating HASMCs for 48h with thiazolidinediones had no effect on <e2>ENT1</e2> mRNA and protein levels, troglitazone acutely inhibited [3H]adenosine uptake and <e1>[3H]NBMPR</e1> binding of HASMCs with IC50 values of 2.35+/-0.35 and 3.99+/-0.57microM, respectively.","Regulator"
"The present study studied the effects of three thiazolidinediones, <e1>troglitazone</e1>, pioglitazone and ciglitazone, on <e2>ENT1</e2> in the human aortic smooth muscle cells (HASMCs).","Regulator"
"Although incubating HASMCs for 48h with thiazolidinediones had no effect on <e2>ENT1</e2> mRNA and protein levels, troglitazone acutely inhibited <e1>[3H]adenosine</e1> uptake and [3H]NBMPR binding of HASMCs with IC50 values of 2.35+/-0.35 and 3.99+/-0.57microM, respectively.","Regulator"
"The present study studied the effects of three thiazolidinediones, <e1>troglitazone</e1>, pioglitazone and ciglitazone, on <e2>ENT1</e2> in the human aortic smooth muscle cells (HASMCs).","Regulator"
"Effect of <e1>thiazolidinediones</e1> on <e2>equilibrative nucleoside transporter-1</e2> in human aortic smooth muscle cells.","Regulator"
"<e1>Thiazolidinediones</e1> are a new class of anti-diabetic agents which increase <e2>insulin</e2> sensitivity by binding to the peroxisome proliferator-activated receptor gamma (PPAR(gamma)) and stimulating the expression of insulin-responsive genes involved in glucose and lipid metabolism.","Upregulator"
"<e1>Thiazolidinediones</e1> are a new class of anti-diabetic agents which increase <e2>insulin</e2> sensitivity by binding to the peroxisome proliferator-activated receptor gamma (PPAR(gamma)) and stimulating the expression of insulin-responsive genes involved in glucose and lipid metabolism.","Upregulator"
"The present study studied the effects of three thiazolidinediones, <e1>troglitazone</e1>, pioglitazone and ciglitazone, on <e2>ENT1</e2> in the human aortic smooth muscle cells (HASMCs).","Downregulator"
"The present study studied the effects of three thiazolidinediones, <e1>troglitazone</e1>, pioglitazone and ciglitazone, on <e2>ENT1</e2> in the human aortic smooth muscle cells (HASMCs).","Downregulator"
"The present study studied the effects of three thiazolidinediones, <e1>troglitazone</e1>, pioglitazone and ciglitazone, on <e2>ENT1</e2> in the human aortic smooth muscle cells (HASMCs).","Downregulator"
"The present study studied the effects of three thiazolidinediones, <e1>troglitazone</e1>, pioglitazone and ciglitazone, on <e2>ENT1</e2> in the human aortic smooth muscle cells (HASMCs).","Downregulator"
"The present study studied the effects of three thiazolidinediones, <e1>troglitazone</e1>, pioglitazone and ciglitazone, on <e2>ENT1</e2> in the human aortic smooth muscle cells (HASMCs).","Downregulator"
"We also show that an intronic polymorphism in the <e2>SCN1A</e2> gene shows significant association with maximum doses in regular usage of both <e1>carbamazepine</e1> and phenytoin (P = 0.0051 and P = 0.014, respectively).","Regulator"
"We also show that an intronic polymorphism in the <e2>SCN1A</e2> gene shows significant association with maximum doses in regular usage of both carbamazepine and <e1>phenytoin</e1> (P = 0.0051 and P = 0.014, respectively).","Regulator"
"We report that a known functional polymorphism in <e2>CYP2C9</e2> is highly associated with the maximum dose of <e1>phenytoin</e1> (P = 0.0066).","Regulator"
"<e1>Phenytoin</e1> is principally metabolized by <e2>CYP2C9</e2>, and both are probable substrates of the drug transporter P-glycoprotein.","Substrate"
"<e1>Phenytoin</e1> is principally metabolized by CYP2C9, and both are probable substrates of the <e2>drug transporter</e2> P-glycoprotein.","Substrate"
"<e1>Phenytoin</e1> is principally metabolized by CYP2C9, and both are probable substrates of the drug transporter <e2>P-glycoprotein</e2>.","Substrate"
"In this study, we have demonstrated that <e1>fisetin</e1> prevents diet-induced obesity through regulation of the signaling of mammalian target of rapamycin complex 1 (<e2>mTORC1</e2>), a central mediator of cellular growth, cellular proliferation and lipid biosynthesis.","Regulator"
"To evaluate whether <e1>fisetin</e1> regulates mTORC1 signaling, we investigated the phosphorylation and <e2>kinase</e2> activity of the 70-kDa ribosomal protein S6 kinase 1 (S6K1) and mTORC1 in 3T3-L1 preadipocytes.","Regulator"
"To evaluate whether <e1>fisetin</e1> regulates mTORC1 signaling, we investigated the phosphorylation and kinase activity of the <e2>70-kDa ribosomal protein S6 kinase 1</e2> (S6K1) and mTORC1 in 3T3-L1 preadipocytes.","Regulator"
"To evaluate whether <e1>fisetin</e1> regulates mTORC1 signaling, we investigated the phosphorylation and kinase activity of the 70-kDa ribosomal protein S6 kinase 1 (<e2>S6K1</e2>) and mTORC1 in 3T3-L1 preadipocytes.","Regulator"
"In this study, we have demonstrated that <e1>fisetin</e1> prevents diet-induced obesity through regulation of the signaling of mammalian target of rapamycin complex 1 (<e2>mTORC1</e2>), a central mediator of cellular growth, cellular proliferation and lipid biosynthesis.","Regulator"
"To evaluate whether <e1>fisetin</e1> regulates mTORC1 signaling, we investigated the phosphorylation and kinase activity of the 70-kDa ribosomal protein S6 kinase 1 (<e2>S6K1</e2>) and mTORC1 in 3T3-L1 preadipocytes.","Regulator"
"In this study, we have demonstrated that <e1>fisetin</e1> prevents diet-induced obesity through regulation of the signaling of mammalian target of rapamycin complex 1 (<e2>mTOR</e2>C1), a central mediator of cellular growth, cellular proliferation and lipid biosynthesis.","Regulator"
"To further our understanding of how <e1>fisetin</e1> negatively regulates mTORC1 signaling, we analyzed the phosphorylation of S6K1, mTOR and <e2>Akt</e2> in fisetin-treated TSC2-knockdown cells.","Regulator"
"<e1>Fisetin</e1> regulates obesity by targeting <e2>mTORC1</e2> signaling.","Regulator"
"In this study, we have demonstrated that <e1>fisetin</e1> prevents diet-induced obesity through regulation of the signaling of mammalian target of rapamycin complex 1 (<e2>mTOR</e2>C1), a central mediator of cellular growth, cellular proliferation and lipid biosynthesis.","Regulator"
"In this study, we have demonstrated that <e1>fisetin</e1> prevents diet-induced obesity through regulation of the signaling of mammalian target of rapamycin complex 1 (<e2>mTORC1</e2>), a central mediator of cellular growth, cellular proliferation and lipid biosynthesis.","Regulator"
"In this study, we have demonstrated that <e1>fisetin</e1> prevents diet-induced obesity through regulation of the signaling of <e2>mammalian target of rapamycin complex 1</e2> (mTORC1), a central mediator of cellular growth, cellular proliferation and lipid biosynthesis.","Regulator"
"In this study, we have demonstrated that <e1>fisetin</e1> prevents diet-induced obesity through regulation of the signaling of mammalian target of rapamycin complex 1 (<e2>mTORC1</e2>), a central mediator of cellular growth, cellular proliferation and lipid biosynthesis.","Regulator"
"In this study, we have demonstrated that <e1>fisetin</e1> prevents diet-induced obesity through regulation of the signaling of mammalian target of rapamycin complex 1 (<e2>mTORC1</e2>), a central mediator of cellular growth, cellular proliferation and lipid biosynthesis.","Downregulator"
"In this study, we have demonstrated that <e1>fisetin</e1> prevents diet-induced obesity through regulation of the signaling of mammalian target of rapamycin complex 1 (<e2>mTOR</e2>C1), a central mediator of cellular growth, cellular proliferation and lipid biosynthesis.","Downregulator"
"To further our understanding of how <e1>fisetin</e1> negatively regulates mTORC1 signaling, we analyzed the phosphorylation of S6K1, mTOR and <e2>Akt</e2> in fisetin-treated TSC2-knockdown cells.","Downregulator"
"To evaluate whether <e1>fisetin</e1> regulates mTORC1 signaling, we investigated the phosphorylation and kinase activity of the 70-kDa ribosomal protein S6 kinase 1 (<e2>S6K1</e2>) and mTORC1 in 3T3-L1 preadipocytes.","Downregulator"
"In this study, we have demonstrated that <e1>fisetin</e1> prevents diet-induced obesity through regulation of the signaling of mammalian target of rapamycin complex 1 (<e2>mTORC1</e2>), a central mediator of cellular growth, cellular proliferation and lipid biosynthesis.","Downregulator"
"In this study, we have demonstrated that <e1>fisetin</e1> prevents diet-induced obesity through regulation of the signaling of mammalian target of rapamycin complex 1 (<e2>mTORC1</e2>), a central mediator of cellular growth, cellular proliferation and lipid biosynthesis.","Downregulator"
"<e1>Fisetin</e1> treatment of preadipocytes reduced the phosphorylation of <e2>S6K1</e2> and mTORC1 in a time- and concentration-dependent manner.","Downregulator"
"<e1>Fisetin</e1> regulates obesity by targeting <e2>mTORC1</e2> signaling.","Downregulator"
"In this study, we have demonstrated that <e1>fisetin</e1> prevents diet-induced obesity through regulation of the signaling of mammalian target of rapamycin complex 1 (<e2>mTORC1</e2>), a central mediator of cellular growth, cellular proliferation and lipid biosynthesis.","Downregulator"
"To further our understanding of how <e1>fisetin</e1> negatively regulates mTORC1 signaling, we analyzed the phosphorylation of S6K1, mTOR and <e2>Akt</e2> in fisetin-treated TSC2-knockdown cells.","Downregulator"
"<e1>Tomudex</e1> treatment resulted in the decrease in p27(kip1) expression, with an increase in cyclin E and cdk2 protein expression and <e2>kinase</e2> activities 24 h after a 2-h exposure.","Upregulator"
"<e1>Tomudex</e1> treatment resulted in the decrease in p27(kip1) expression, with an increase in <e2>cyclin E</e2> and cdk2 protein expression and kinase activities 24 h after a 2-h exposure.","Upregulator"
"Cyclin E-<e2>cdk2</e2> activation is associated with cell cycle arrest and inhibition of DNA replication induced by the thymidylate synthase inhibitor <e1>Tomudex</e1>.","Upregulator"
"<e1>Tomudex</e1> treatment resulted in the decrease in p27(kip1) expression, with an increase in cyclin E and cdk2 protein expression and <e2>kinase</e2> activities 24 h after a 2-h exposure.","Upregulator"
"<e1>Tomudex</e1> treatment resulted in the decrease in p27(kip1) expression, with an increase in <e2>cyclin E</e2> and cdk2 protein expression and kinase activities 24 h after a 2-h exposure.","Upregulator"
"Cyclin E-<e2>cdk2</e2> activation is associated with cell cycle arrest and inhibition of DNA replication induced by the thymidylate synthase inhibitor <e1>Tomudex</e1>.","Upregulator"
"<e1>Tomudex</e1> treatment resulted in the decrease in p27(kip1) expression, with an increase in <e2>cyclin E</e2> and cdk2 protein expression and kinase activities 24 h after a 2-h exposure.","Upregulator"
"Cyclin E-<e2>cdk2</e2> activation is associated with cell cycle arrest and inhibition of DNA replication induced by the thymidylate synthase inhibitor <e1>Tomudex</e1>.","Upregulator"
"<e1>Tomudex</e1> treatment resulted in the decrease in p27(kip1) expression, with an increase in <e2>cyclin E</e2> and cdk2 protein expression and kinase activities 24 h after a 2-h exposure.","Upregulator"
"Cyclin E-<e2>cdk2</e2> activation is associated with cell cycle arrest and inhibition of DNA replication induced by the thymidylate synthase inhibitor <e1>Tomudex</e1>.","Upregulator"
"<e1>Tomudex</e1> treatment resulted in the decrease in <e2>p27(kip1)</e2> expression, with an increase in cyclin E and cdk2 protein expression and kinase activities 24 h after a 2-h exposure.","Downregulator"
